line number   order_number   physical_order_number     pixel       air_ref_wl[A]   vac_ref_wl[A] 
   1032             37                 101           3541.269633     6007.071707     6008.735415 
   1033             38                 102            443.878422     6053.380881     6055.056986 
   1034             38                 102            471.856067     6052.723191     6054.399127 
   1035             38                 102            532.610125     6050.981354     6052.656831 
   1036             38                 102            696.342506     6046.898423     6048.572810 
   1037             38                 102            853.482920     6042.589816     6044.263033 
   1038             38                 102            994.092385     6038.680894     6040.353086 
   1039             38                 102           1116.324912     6035.192945     6036.864171 
   1040             38                 102           1139.006601     6034.540851     6036.211899 
   1041             38                 102           1196.039231     6032.872513     6034.543125 
   1042             38                 102           1278.327816     6030.444634     6032.114592 
   1043             38                 102           1305.075506     6029.649655     6031.319399 
   1044             38                 102           1319.110959     6029.226527     6030.896185 
   1045             38                 102           1385.873560     6027.247932     6028.917050 
   1046             38                 102           1515.659902     6023.224636     6024.892651 
   1047             38                 102           1573.607493     6021.410945     6023.078485 
   1048             38                 102           1585.667316     6021.035954     6022.703400 
   1049             38                 102           1650.200128     6018.995197     6020.662106 
   1050             38                 102           1697.262330     6017.527619     6019.194115 
   1051             38                 102           1732.390476     6016.359238     6018.025430 
   1052             38                 102           1761.385123     6015.421838     6017.087783 
   1053             38                 102           1818.618777     6013.677581     6015.343047 
   1054             38                 102           1921.231503     6010.160403     6011.824947 
   1055             38                 102           1973.498725     6008.439369     6010.103453 
   1056             38                 102           2013.025690     6007.071707     6008.735415 
   1057             38                 102           2068.976985     6005.165380     6006.828563 
   1058             38                 102           2183.623387     6001.203223     6002.865336 
   1059             38                 102           2251.565312     5998.998413     6000.659941 
   1060             38                 102           2313.257418     5996.629542     5998.290439 
   1061             38                 102           2400.529614     5993.492876     5995.152943 
   1062             38                 102           2468.872269     5991.006437     5992.665828 
   1063             38                 102           2522.285772     5989.044879     5990.703734 
   1064             38                 102           2570.580158     5987.301034     5988.959449 
   1065             38                 102           2597.134087     5986.266195     5987.924309 
   1066             38                 102           2609.504068     5985.915285     5987.573307 
   1067             38                 102           2889.485190     5975.065492     5976.720613 
   1068             38                 102           3023.747042     5969.736805     5971.390483 
   1069             38                 102           3060.258252     5968.319156     5969.972471 
   1070             38                 102           3153.167648     5964.472956     5966.125236 
   1071             38                 102           3618.993778     5944.647267     5946.294248 
   1072             39                 103            174.245124     6001.203223     6002.865336 
   1073             39                 103            268.324863     5998.998413     6000.659941 
   1074             39                 103            364.192604     5996.629542     5998.290439 
   1075             39                 103            587.383118     5991.006437     5992.665828 
   1076             39                 103            662.882677     5989.044879     5990.703734 
   1077             39                 103            730.964958     5987.301034     5988.959449 
   1078             39                 103            768.076610     5986.266195     5987.924309 
   1079             39                 103            785.400377     5985.915285     5987.573307 
   1080             39                 103           1170.416837     5975.065492     5976.720613 
   1081             39                 103           1351.548275     5969.736805     5971.390483 
   1082             39                 103           1400.411737     5968.319156     5969.972471 
   1083             39                 103           1529.983526     5964.472956     5966.125236 
   1084             39                 103           1643.026040     5960.782045     5962.433331 
   1085             39                 103           1785.109684     5956.257260     5957.907337 
   1086             39                 103           1806.401179     5955.561293     5957.211187 
   1087             39                 103           1867.067629     5953.581960     5955.231310 
   1088             39                 103           2011.241569     5948.798653     5950.446738 
   1089             39                 103           2086.909910     5946.235714     5947.883114 
   1090             39                 103           2133.429810     5944.647267     5946.294248 
   1091             39                 103           2255.451559     5940.565552     5942.211423 
   1092             39                 103           2333.528887     5937.663235     5939.308323 
   1093             39                 103           2355.544415     5936.874664     5938.519564 
   1094             39                 103           2479.546758     5932.426324     5934.070037 
   1095             39                 103           2547.437083     5929.933924     5931.576970 
   1096             39                 103           2647.289748     5926.231866     5927.873887 
   1097             39                 103           2669.317476     5925.404219     5927.046041 
   1098             39                 103           2839.115687     5918.945499     5920.585575 
   1099             39                 103           2956.089623     5914.385629     5916.024482 
   1100             39                 103           3035.744021     5911.230285     5912.868315 
   1101             39                 103           3176.105909     5905.570764     5907.207273 
   1102             39                 103           3408.072493     5895.924028     5897.557956 
