 line number   order_number   physical_order_number     pixel       air_ref_wl[A]   vac_ref_wl[A]   air_model_wl[A]   vac_model_wl[A]   air_resid[A]   vac_resid[A] 
   577             22                  86           1866.183799     7130.723542     7132.689290     7130.721272       7132.687019       0.002270       0.002271
   578             22                  86           1992.291884     7125.819469     7127.783916     7125.819225       7127.783651       0.000244       0.000265
   579             22                  86           2024.295009     7124.560689     7126.524777     7124.558605       7126.522691       0.002084       0.002086
   580             22                  86           2276.241537     7114.398383     7116.359733     7114.396628       7116.357975       0.001755       0.001758
   581             22                  86           2286.147057     7113.987857     7115.949096     7113.988400       7115.949637      -0.000543      -0.000541
   582             22                  86           2311.992285     7112.918909     7114.879860     7112.920130       7114.881080      -0.001221      -0.001220
   583             22                  86           2385.429970     7109.860168     7111.820296     7109.859904       7111.820029       0.000264       0.000267
   584             22                  86           2441.971256     7107.477291     7109.436798     7107.478622       7109.438106      -0.001331      -0.001308
   585             22                  86           2604.422020     7100.514421     7102.472030     7100.513722       7102.471329       0.000699       0.000701
   586             22                  86           2856.452164     7089.339466     7091.294064     7089.339136       7091.293733       0.000330       0.000331
   587             22                  86           2867.882211     7088.823200     7090.777660     7088.821497       7090.775955       0.001703       0.001705
   588             22                  86           2914.394985     7086.703961     7088.657872     7086.705188       7088.659077      -0.001227      -0.001205
   589             22                  86           2969.665843     7084.169001     7086.122207     7084.169691       7086.122897      -0.000690      -0.000690
   590             22                  86           3158.512160     7075.333559     7077.284384     7075.334262       7077.285088      -0.000703      -0.000704
   591             22                  86           3220.100952     7072.393907     7074.343941     7072.394116       7074.344150      -0.000209      -0.000209
   592             22                  86           3247.162940     7071.094142     7073.043826     7071.092955       7073.042639       0.001187       0.001187
   593             22                  86           3295.861324     7068.735373     7070.684445     7068.737131       7070.686180      -0.001758      -0.001735
   594             22                  86           3383.462744     7064.451514     7066.399408     7064.452370       7066.400265      -0.000856      -0.000857
   595             22                  86           3445.211177     7061.394155     7063.341226     7061.395396       7063.342467      -0.001241      -0.001241
   596             22                  86           3460.105846     7060.653804     7062.600675     7060.653411       7062.600283       0.000393       0.000392
   597             22                  86           3599.554469     7053.619563     7055.564539     7053.618821       7055.563798       0.000742       0.000741
   598             22                  86           3750.978812     7045.797020     7047.739889     7045.796394       7047.739265       0.000626       0.000624
   599             23                  87             54.233997     7107.477291     7109.436798     7107.470630       7109.430114       0.006661       0.006684
   600             23                  87            305.617034     7100.514421     7102.472030     7100.514687       7102.472293      -0.000266      -0.000263
   601             23                  87            683.792288     7089.339466     7091.294064     7089.339511       7091.294108      -0.000045      -0.000044
   602             23                  87            700.656533     7088.823200     7090.777660     7088.821068       7090.775526       0.002132       0.002134
   603             23                  87            768.906548     7086.703961     7088.657872     7086.705280       7088.659168      -0.001319      -0.001296
   604             23                  87            849.526314     7084.169001     7086.122207     7084.169505       7086.122710      -0.000504      -0.000503
   605             23                  87           1121.133979     7075.333559     7077.284384     7075.333816       7077.284642      -0.000257      -0.000258
   606             23                  87           1208.506519     7072.393907     7074.343941     7072.394975       7074.345010      -0.001068      -0.001069
   607             23                  87           1235.435384     7071.479975     7073.429762     7071.479678       7073.429466       0.000297       0.000296
   608             23                  87           1246.733430     7071.094142     7073.043826     7071.094325       7073.044010      -0.000183      -0.000184
   609             23                  87           1315.372156     7068.735373     7070.684445     7068.736162       7070.685211      -0.000789      -0.000766
   610             23                  87           1437.950547     7064.451514     7066.399408     7064.451808       7066.399703      -0.000294      -0.000295
   611             23                  87           1523.801267     7061.394155     7063.341226     7061.395132       7063.342203      -0.000977      -0.000977
   612             23                  87           1544.451671     7060.653804     7062.600675     7060.652968       7062.599839       0.000836       0.000836
   613             23                  87           1575.754229     7059.525247     7061.471814     7059.522843       7061.469410       0.002404       0.002404
   614             23                  87           1736.571455     7053.619563     7055.564539     7053.618952       7055.563927       0.000611       0.000612
   615             23                  87           1943.058994     7045.797020     7047.739889     7045.795938       7047.738805       0.001082       0.001084
   616             23                  87           2123.818911     7038.720228     7040.661191     7038.720600       7040.661561      -0.000372      -0.000370
   617             23                  87           2184.856816     7036.283039     7038.223345     7036.282935       7038.223238       0.000104       0.000107
   618             23                  87           2257.262842     7033.358768     7035.298287     7033.359179       7035.298695      -0.000411      -0.000408
   619             23                  87           2267.794102     7032.930972     7034.870375     7032.931012       7034.870413      -0.000040      -0.000038
   620             23                  87           2333.286129     7030.250958     7032.189616     7030.251616       7032.190295      -0.000658      -0.000679
   621             23                  87           2387.261093     7028.022810     7029.960892     7028.021669       7029.959747       0.001141       0.001145
   622             23                  87           2424.619818     7026.461598     7028.399259     7026.466644       7028.404303      -0.005046      -0.005044
   623             23                  87           2454.268190     7025.224644     7027.161949     7025.225788       7027.163113      -0.001144      -0.001164
   624             23                  87           2547.519953     7021.283193     7023.219459     7021.283682       7023.219945      -0.000489      -0.000486
   625             23                  87           2566.490859     7020.484079     7022.420130     7020.474367       7022.410413       0.009712       0.009717
   626             23                  87           2610.946722     7018.567528     7020.503063     7018.568055       7020.503587      -0.000527      -0.000524
   627             23                  87           2686.029401     7015.317135     7017.251794     7015.317084       7017.251742       0.000051       0.000052
   628             23                  87           2965.060461     7002.882909     7004.814220     7002.883875       7004.815186      -0.000966      -0.000966
   629             23                  87           3010.530326     7000.803628     7002.734379     7000.804265       7002.735015      -0.000637      -0.000636
   630             23                  87           3177.482717     6993.037071     6994.965730     6993.036462       6994.965121       0.000609       0.000609
   631             23                  87           3184.824592     6992.696581     6994.625148     6992.690042       6994.618608       0.006539       0.006540
   632             23                  87           3194.880068     6992.212068     6994.140484     6992.214916       6994.143354      -0.002848      -0.002870
   633             23                  87           3248.751397     6989.655260     6991.583008     6989.656295       6991.584044      -0.001035      -0.001036
   634             23                  87           3836.256264     6960.249543     6962.169354     6960.249053       6962.168884       0.000490       0.000470
   635             24                  88            110.471327     7025.224644     7027.161949     7025.225439       7027.162765      -0.000795      -0.000816
   636             24                  88            351.135514     7018.567528     7020.503063     7018.566669       7020.502200       0.000859       0.000863
   637             24                  88            464.349864     7015.317135     7017.251794     7015.315833       7017.250489       0.001302       0.001305
   638             24                  88            874.907483     7002.882909     7004.814220     7002.883985       7004.815295      -0.001076      -0.001075
   639             24                  88            940.474018     7000.803628     7002.734379     7000.804513       7002.735264      -0.000885      -0.000885
   640             24                  88           1178.463869     6993.037071     6994.965730     6993.036815       6994.965475       0.000256       0.000255
   641             24                  88           1188.754615     6992.696581     6994.625148     6992.693133       6994.621700       0.003448       0.003448
   642             24                  88           1203.035793     6992.212068     6994.140484     6992.215106       6994.143544      -0.003038      -0.003060
   643             24                  88           1278.851336     6989.655260     6991.583008     6989.656391       6991.584140      -0.001131      -0.001132
   644             24                  88           1525.585049     6981.083106     6983.008546     6981.083581       6983.009021      -0.000475      -0.000475
   645             24                  88           2084.454866     6960.249543     6962.169354     6960.250362       6962.170189      -0.000819      -0.000835
   646             24                  88           2225.930170     6954.656020     6956.574343     6954.657614       6956.575934      -0.001594      -0.001591
   647             24                  88           2268.155015     6952.966582     6954.884450     6952.962864       6954.880729       0.003718       0.003721
   648             24                  88           2304.887823     6951.477124     6953.394574     6951.478925       6953.396390      -0.001801      -0.001816
   649             24                  88           2450.910426     6945.490210     6947.406066     6945.490622       6947.406474      -0.000412      -0.000408
   650             24                  88           2496.035926     6943.610523     6945.525872     6943.610949       6945.526295      -0.000426      -0.000423
   651             24                  88           2521.672597     6942.538016     6944.453077     6942.536897       6944.451954       0.001119       0.001123
   652             24                  88           2636.626296     6937.663708     6939.577439     6937.665464       6939.579209      -0.001756      -0.001770
   653             24                  88           2660.261096     6936.652750     6938.566226     6936.652569       6938.566042       0.000181       0.000184
   654             24                  88           2925.644261     6925.008918     6926.919243     6925.009401       6926.919741      -0.000483      -0.000498
   655             24                  88           3120.653519     6916.128859     6918.036809     6916.130152       6918.038102      -0.001293      -0.001293
   656             24                  88           3255.122088     6909.849224     6911.755489     6909.842627       6911.748885       0.006597       0.006604
   657             24                  88           3675.004043     6889.303144     6891.203865     6889.303472       6891.204199      -0.000328      -0.000334
   658             24                  88           3718.627920     6887.088119     6888.988233     6887.087667       6888.987798       0.000452       0.000435
   659             24                  88           3864.111183     6879.582453     6881.480570     6879.581748       6881.479856       0.000705       0.000714
   660             25                  89            141.428145     6945.490210     6947.406066     6945.491985       6947.407838      -0.001775      -0.001772
   661             25                  89            210.925017     6943.610523     6945.525872     6943.611928       6945.527274      -0.001405      -0.001402
   662             25                  89            250.219366     6942.538016     6944.453077     6942.536455       6944.451512       0.001561       0.001565
   663             25                  89            424.272960     6937.663708     6939.577439     6937.663846       6939.577590      -0.000138      -0.000151
   664             25                  89            849.375875     6925.008918     6926.919243     6925.009671       6926.920011      -0.000753      -0.000768
   665             25                  89           1127.969759     6916.128859     6918.036809     6916.130116       6918.038067      -0.001257      -0.001258
   666             25                  89           1316.814517     6909.849224     6911.755489     6909.843910       6911.750168       0.005314       0.005321
   667             25                  89           1813.901225     6892.249428     6894.150943     6892.248540       6894.150059       0.000888       0.000884
   668             25                  89           1893.114079     6889.303144     6891.203865     6889.302061       6891.202786       0.001083       0.001079
   669             25                  89           1951.936550     6887.088119     6888.988233     6887.088290       6888.988419      -0.000171      -0.000186
   670             25                  89           2063.968591     6882.811098     6884.710070     6882.810850       6884.709828       0.000248       0.000242
   671             25                  89           2116.843872     6880.772283     6882.670706     6880.764008       6882.662435       0.008275       0.008271
   672             25                  89           2147.146823     6879.582453     6881.480570     6879.582804       6881.480913      -0.000351      -0.000343
   673             25                  89           2269.482607     6874.753192     6876.649988     6874.753355       6876.650163      -0.000163      -0.000175
   674             25                  89           2312.144573     6873.054276     6874.950629     6873.046107       6874.942455       0.008169       0.008174
   675             25                  89           2425.495036     6868.451278     6870.346375     6868.451467       6870.346578      -0.000189      -0.000203
   676             25                  89           2466.588925     6866.763067     6868.657726     6866.764552       6868.659210      -0.001485      -0.001484
   677             25                  89           2544.468528     6863.535106     6865.428888     6863.536364       6865.430153      -0.001258      -0.001265
   678             25                  89           2598.549726     6861.269179     6863.162345     6861.270431       6863.163610      -0.001252      -0.001265
   679             25                  89           2729.597222     6855.690270     6857.581930     6855.696453       6857.588132      -0.006183      -0.006202
   680             25                  89           2738.405444     6855.315494     6857.207056     6855.317540       6857.209117      -0.002046      -0.002061
   681             25                  89           2757.194902     6854.510251     6856.401629     6854.507443       6856.398802       0.002808       0.002827
   682             25                  89           2766.397278     6854.109350     6856.000608     6854.109788       6856.001040      -0.000438      -0.000432
   683             25                  89           2807.029309     6852.354282     6854.245055     6852.346891       6854.237669       0.007391       0.007386
   684             25                  89           2817.558878     6851.884961     6853.775609     6851.888153       6853.778807      -0.003192      -0.003198
   685             25                  89           3320.621161     6829.035562     6830.920056     6829.036557       6830.921064      -0.000995      -0.001008
   686             25                  89           3358.262558     6827.249245     6829.133249     6827.250767       6829.134793      -0.001522      -0.001544
   687             25                  89           3412.094927     6824.677603     6826.560925     6824.677817       6826.561150      -0.000214      -0.000225
   688             25                  89           3436.423589     6823.507684     6825.390718     6823.507613       6825.390631       0.000071       0.000087
   689             26                  90            137.654054     6868.451278     6870.346375     6868.451754       6870.346867      -0.000476      -0.000492
   690             26                  90            200.757702     6866.763067     6868.657726     6866.765366       6868.660024      -0.002299      -0.002298
   691             26                  90            319.288219     6863.535106     6865.428888     6863.535258       6865.429046      -0.000152      -0.000158
   692             26                  90            400.702675     6861.269179     6863.162345     6861.269199       6863.162378      -0.000020      -0.000033
   693             26                  90            649.320148     6854.109350     6856.000608     6854.108959       6856.000211       0.000391       0.000397
   694             26                  90            723.991580     6851.884961     6853.775609     6851.887357       6853.778013      -0.002396      -0.002404
   695             26                  90           1287.186210     6834.059086     6835.944943     6834.062542       6835.948400      -0.003456      -0.003457
   696             26                  90           1322.092502     6832.892620     6834.778151     6832.895095       6834.780639      -0.002475      -0.002488
   697             26                  90           1435.944369     6829.035562     6830.920056     6829.035896       6830.920401      -0.000334      -0.000345
   698             26                  90           1487.838719     6827.249245     6829.133249     6827.250650       6829.134674      -0.001405      -0.001425
   699             26                  90           1561.798676     6824.677603     6826.560925     6824.677832       6826.561164      -0.000229      -0.000239
   700             26                  90           1595.159873     6823.507684     6825.390718     6823.506318       6825.389334       0.001366       0.001384
   701             26                  90           1815.142211     6815.611803     6817.492694     6815.609122       6817.490013       0.002681       0.002681
   702             26                  90           1892.093958     6812.775403     6814.655544     6812.775427       6814.655555      -0.000024      -0.000011
   703             26                  90           1951.775789     6810.550549     6812.430099     6810.552048       6812.431577      -0.001499      -0.001478
   704             26                  90           2005.499489     6808.531565     6810.410552     6808.531377       6810.410362       0.000188       0.000190
   705             26                  90           2037.649311     6807.318004     6809.196681     6807.313386       6809.192043       0.004618       0.004638
   706             26                  90           2078.313470     6805.749528     6807.627767     6805.763398       6807.641638      -0.013870      -0.013871
   707             26                  90           2104.991729     6804.738129     6806.616093     6804.740767       6806.618732      -0.002638      -0.002639
   708             26                  90           2155.899552     6802.785657     6804.663102     6802.776699       6804.654134       0.008958       0.008968
   709             26                  90           2215.221433     6800.465532     6802.342332     6800.466939       6802.343753      -0.001407      -0.001421
   710             26                  90           2265.592825     6798.487313     6800.363583     6798.487776       6800.364058      -0.000463      -0.000475
   711             26                  90           2308.743387     6796.782639     6798.658451     6796.779186       6798.655008       0.003453       0.003443
   712             26                  90           2333.490339     6795.797722     6797.673284     6795.793810       6797.669366       0.003912       0.003918
   713             26                  90           2446.656000     6791.234859     6793.109209     6791.236370       6793.110700      -0.001511      -0.001491
   714             26                  90           2505.314370     6788.840240     6790.713905     6788.840615       6790.714301      -0.000375      -0.000396
   715             26                  90           2532.152927     6787.736551     6789.609936     6787.736785       6789.610174      -0.000234      -0.000238
   716             26                  90           2714.086185     6780.125504     6781.996829     6780.125612       6781.996953      -0.000108      -0.000124
   717             26                  90           2756.621792     6778.313276     6780.184125     6778.313462       6780.184316      -0.000186      -0.000191
   718             26                  90           3024.420316     6766.612079     6768.479764     6766.613235       6768.480942      -0.001156      -0.001178
   719             26                  90           3209.994506     6758.203031     6760.068459     6758.202955       6760.068400       0.000076       0.000059
   720             26                  90           3233.714711     6757.109172     6758.974340     6757.109629       6758.974779      -0.000457      -0.000439
   721             26                  90           3307.990704     6753.659461     6755.523691     6753.658752       6755.522974       0.000709       0.000717
   722             27                  91            204.631504     6791.234859     6793.109209     6791.236004       6793.110336      -0.001145      -0.001127
   723             27                  91            293.657403     6788.840240     6790.713905     6788.840820       6790.714507      -0.000580      -0.000602
   724             27                  91            334.142744     6787.736551     6789.609936     6787.736416       6789.609805       0.000135       0.000131
   725             27                  91            604.239997     6780.125504     6781.996829     6780.124868       6781.996210       0.000636       0.000619
   726             27                  91            666.423493     6778.313276     6780.184125     6778.312297       6780.183151       0.000979       0.000974
   727             27                  91           1050.486455     6766.612079     6768.479764     6766.614135       6768.481843      -0.002056      -0.002079
   728             27                  91           1310.396174     6758.203031     6760.068459     6758.201618       6760.067062       0.001413       0.001397
   729             27                  91           1343.247589     6757.109172     6758.974340     6757.109534       6758.974683      -0.000362      -0.000343
   730             27                  91           1445.768109     6753.659461     6755.523691     6753.659624       6755.523845      -0.000163      -0.000154
   731             27                  91           1511.114153     6751.427406     6753.291041     6751.427505       6753.291125      -0.000099      -0.000084
   732             27                  91           1754.513251     6742.884245     6744.745550     6742.884310       6744.745631      -0.000065      -0.000081
   733             27                  91           1765.296308     6742.498602     6744.359803     6742.497417       6744.358634       0.001185       0.001169
   734             27                  91           1781.305048     6741.922163     6743.783222     6741.921704       6743.782766       0.000459       0.000456
   735             27                  91           1884.311856     6738.180180     6740.040227     6738.179342       6740.039398       0.000838       0.000829
   736             27                  91           1966.947843     6735.126311     6736.985525     6735.129293       6736.988528      -0.002982      -0.003003
   737             27                  91           2003.977377     6733.748613     6735.607495     6733.748667       6735.607530      -0.000054      -0.000035
   738             27                  91           2033.298684     6732.649499     6734.508081     6732.649315       6734.507882       0.000184       0.000199
   739             27                  91           2104.994439     6729.933252     6731.791091     6729.938317       6731.796155      -0.005065      -0.005064
   740             27                  91           2135.950193     6728.758749     6730.616271     6728.757719       6730.615239       0.001030       0.001032
   741             27                  91           2152.622430     6728.118304     6729.975637     6728.119339       6729.976687      -0.001035      -0.001050
   742             27                  91           2287.392755     6722.890153     6724.746102     6722.893577       6724.749520      -0.003424      -0.003418
   743             27                  91           2426.382436     6717.384832     6719.239294     6717.381006       6719.235465       0.003826       0.003829
   744             27                  91           2480.725358     6715.188149     6717.042019     6715.191231       6717.045102      -0.003082      -0.003083
   745             27                  91           2510.793356     6713.969781     6715.823315     6713.971232       6715.824774      -0.001451      -0.001459
   746             27                  91           2577.287554     6711.252013     6713.104838     6711.251881       6713.104692       0.000132       0.000146
   747             27                  91           2594.490426     6710.542891     6712.395532     6710.543536       6712.396157      -0.000645      -0.000625
   748             27                  91           2871.152603     6698.874332     6700.723810     6698.875298       6700.724781      -0.000966      -0.000971
   749             27                  91           2898.067554     6697.712496     6699.561648     6697.711953       6699.561123       0.000543       0.000525
   750             27                  91           2971.856796     6694.496307     6696.344598     6694.496420       6696.344725      -0.000113      -0.000127
   751             27                  91           2982.978519     6694.006106     6695.854297     6694.008425       6695.856599      -0.002319      -0.002302
   752             27                  91           3012.131580     6692.726335     6694.574159     6692.725076       6694.572905       0.001259       0.001254
   753             27                  91           3189.398444     6684.788419     6686.634115     6684.789793       6686.635488      -0.001374      -0.001373
   754             27                  91           3200.307276     6684.293258     6686.138798     6684.293980       6686.139541      -0.000722      -0.000743
   755             27                  91           3220.636045     6683.367225     6685.212516     6683.367681       6685.212993      -0.000456      -0.000477
   756             27                  91           3321.903332     6678.706868     6680.550945     6678.707571       6680.551630      -0.000703      -0.000685
   757             27                  91           3407.729999     6674.696969     6676.539934     6674.697585       6676.540565      -0.000616      -0.000631
   758             27                  91           3582.451970     6666.358628     6668.199375     6666.359207       6668.199942      -0.000579      -0.000567
   759             27                  91           3629.924829     6664.050878     6665.890979     6664.052308       6665.892421      -0.001430      -0.001442
   760             27                  91           3698.731452     6660.675984     6662.515209     6660.676814       6662.516017      -0.000830      -0.000808
   761             27                  91           3739.126363     6658.677188     6660.515858     6658.677376       6660.516038      -0.000188      -0.000180
   762             28                  92            334.833922     6713.969781     6715.823315     6713.970246       6715.823790      -0.000465      -0.000475
   763             28                  92            434.037204     6711.252013     6713.104838     6711.251395       6713.104207       0.000618       0.000631
   764             28                  92            861.806768     6698.874332     6700.723810     6698.875835       6700.725319      -0.001503      -0.001509
   765             28                  92            900.224481     6697.712496     6699.561648     6697.712347       6699.561518       0.000149       0.000130
   766             28                  92           1004.956323     6694.496307     6696.344598     6694.496663       6696.344969      -0.000356      -0.000371
   767             28                  92           1020.663464     6694.006106     6695.854297     6694.008845       6695.857019      -0.002739      -0.002722
   768             28                  92           1061.728034     6692.726335     6694.574159     6692.726647       6694.574476      -0.000312      -0.000317
   769             28                  92           1309.148367     6684.788419     6686.634115     6684.790482       6686.636176      -0.002063      -0.002061
   770             28                  92           1324.252036     6684.293258     6686.138798     6684.294259       6686.139819      -0.001001      -0.001021
   771             28                  92           1352.351977     6683.367225     6685.212516     6683.367431       6685.212742      -0.000206      -0.000226
   772             28                  92           1450.946430     6680.081626     6681.926048     6680.078128       6681.922555       0.003498       0.003493
   773             28                  92           1491.527942     6678.706868     6680.550945     6678.707317       6680.551375      -0.000449      -0.000430
   774             28                  92           1608.593353     6674.696969     6676.539934     6674.697335       6676.540313      -0.000366      -0.000379
   775             28                  92           1640.765689     6673.579996     6675.422685     6673.580774       6675.423452      -0.000778      -0.000767
   776             28                  92           1682.812933     6672.112894     6673.955160     6672.112020       6673.954304       0.000874       0.000856
   777             28                  92           1844.610465     6666.358628     6668.199375     6666.359557       6668.200293      -0.000929      -0.000918
   778             28                  92           1908.306825     6664.050878     6665.890979     6664.050788       6665.890903       0.000090       0.000076
   779             28                  92           1918.008476     6663.696428     6665.536458     6663.696936       6665.536955      -0.000508      -0.000497
   780             28                  92           2000.189675     6660.675984     6662.515209     6660.676061       6662.515269      -0.000077      -0.000060
   781             28                  92           2053.966466     6658.677188     6660.515858     6658.676501       6660.515171       0.000687       0.000687
   782             28                  92           2138.673923     6655.488955     6657.326748     6655.490045       6657.327858      -0.001090      -0.001110
   783             28                  92           2188.324221     6653.602081     6655.439384     6653.601282       6655.438586       0.000799       0.000798
   784             28                  92           2308.707707     6648.957834     6650.793882     6648.956565       6650.792621       0.001269       0.001261
   785             28                  92           2320.542760     6648.495757     6650.331679     6648.494923       6650.330855       0.000834       0.000824
   786             28                  92           2370.425837     6646.540749     6648.376142     6646.539238       6648.374644       0.001511       0.001498
   787             28                  92           2540.678919     6639.740761     6641.574356     6639.742414       6641.575992      -0.001653      -0.001636
   788             28                  92           2561.150676     6638.911903     6640.745270     6638.912309       6640.745664      -0.000406      -0.000394
   789             28                  92           2578.124923     6638.221029     6640.054215     6638.221917       6640.055086      -0.000888      -0.000871
   790             28                  92           2726.985762     6632.083536     6633.915072     6632.084765       6633.916284      -0.001229      -0.001212
   791             28                  92           3011.218850     6619.945897     6621.774172     6619.945971       6621.774226      -0.000074      -0.000054
   792             28                  92           3051.801582     6618.164963     6619.992761     6618.166667       6619.994444      -0.001704      -0.001683
   793             28                  92           3066.532649     6617.515959     6619.343567     6617.517897       6619.345500      -0.001938      -0.001933
   794             28                  92           3076.824609     6617.058979     6618.886470     6617.063709       6618.891189      -0.004730      -0.004719
   795             28                  92           3335.028150     6605.416955     6607.241314     6605.417232       6607.241581      -0.000277      -0.000267
   796             28                  92           3347.252628     6604.853430     6606.677637     6604.853637       6606.677834      -0.000207      -0.000197
   797             29                  93            411.287432     6639.740761     6641.574356     6639.741407       6641.574987      -0.000646      -0.000631
   798             29                  93            441.584467     6638.911903     6640.745270     6638.912081       6640.745438      -0.000178      -0.000168
   799             29                  93            466.675407     6638.221029     6640.054215     6638.221282       6640.054453      -0.000253      -0.000238
   800             29                  93            684.086170     6632.083536     6633.915072     6632.084422       6633.915943      -0.000886      -0.000871
   801             29                  93           1088.427598     6619.945897     6621.774172     6619.946474       6621.774729      -0.000577      -0.000557
   802             29                  93           1145.191494     6618.164963     6619.992761     6618.166404       6619.994180      -0.001441      -0.001419
   803             29                  93           1165.725875     6617.515959     6619.343567     6617.517816       6619.345418      -0.001857      -0.001851
   804             29                  93           1180.090219     6617.058979     6618.886470     6617.062641       6618.890121      -0.003662      -0.003651
   805             29                  93           1535.381481     6605.416955     6607.241314     6605.416566       6607.240913       0.000389       0.000401
   806             29                  93           1551.976563     6604.853430     6606.677637     6604.854249       6606.678445      -0.000819      -0.000808
   807             29                  93           1588.304386     6603.620514     6605.444370     6603.617537       6605.441401       0.002977       0.002969
   808             29                  93           1613.289709     6602.762524     6604.586155     6602.762361       6604.585995       0.000163       0.000160
   809             29                  93           1660.617835     6601.129285     6602.952489     6601.132159       6602.955354      -0.002874      -0.002865
   810             29                  93           1708.149224     6599.482253     6601.304990     6599.481356       6601.304108       0.000897       0.000882
   811             29                  93           1731.164589     6598.675206     6600.497733     6598.677104       6600.499639      -0.001898      -0.001906
   812             29                  93           1803.925087     6596.113003     6597.934836     6596.113407       6597.935253      -0.000404      -0.000417
   813             29                  93           1878.265491     6593.462049     6595.283191     6593.460726       6595.281859       0.001323       0.001332
   814             29                  93           2090.372647     6585.694057     6587.513086     6585.705287       6587.524335      -0.011230      -0.011249
   815             29                  93           2119.583529     6584.612923     6586.431678     6584.615357       6586.434112      -0.002434      -0.002434
   816             29                  93           2235.653892     6580.229860     6582.047426     6580.231588       6582.049164      -0.001728      -0.001738
   817             29                  93           2302.819277     6577.656281     6579.473164     6577.655991       6579.472875       0.000290       0.000289
   818             29                  93           2342.362460     6576.123271     6577.939732     6576.126189       6577.942662      -0.002918      -0.002930
   819             29                  93           2462.673646     6571.399020     6573.214228     6571.409963       6573.225168      -0.010943      -0.010940
   820             29                  93           2507.238040     6569.632213     6571.446926     6569.639240       6571.453969      -0.007027      -0.007043
   821             29                  93           2620.980261     6565.068770     6566.882278     6565.060819       6566.874317       0.007951       0.007961
   822             29                  93           2636.174578     6564.444993     6566.258333     6564.442741       6566.256074       0.002252       0.002259
   823             29                  93           2771.339304     6558.875783     6560.687637     6558.876573       6560.688409      -0.000790      -0.000772
   824             29                  93           2941.211902     6551.705620     6553.515546     6551.705226       6553.515134       0.000394       0.000412
   825             29                  93           2976.840433     6550.185283     6551.994790     6550.175842       6551.985339       0.009441       0.009451
   826             29                  93           3079.526504     6545.718868     6547.527164     6545.718096       6547.526395       0.000772       0.000769
   827             30                  94            582.049938     6564.444993     6566.258333     6564.442844       6566.256179       0.002149       0.002154
   828             30                  94            777.055896     6558.875783     6560.687637     6558.876478       6560.688315      -0.000695      -0.000678
   829             30                  94           1017.749986     6551.705620     6553.515546     6551.706006       6553.515915      -0.000386      -0.000369
   830             30                  94           1067.659373     6550.185283     6551.994790     6550.177420       6551.986917       0.007863       0.007873
   831             30                  94           1210.594110     6545.718868     6547.527164     6545.719845       6547.528143      -0.000977      -0.000979
   832             30                  94           1325.499057     6542.049823     6543.857140     6542.050096       6543.857407      -0.000273      -0.000267
   833             30                  94           1505.531492     6536.144540     6537.950248     6536.144422       6537.950145       0.000118       0.000103
   834             30                  94           1776.054807     6526.906056     6528.709294     6526.908391       6528.711632      -0.002335      -0.002338
   835             30                  94           1913.612330     6522.042420     6523.844361     6522.043164       6523.845098      -0.000744      -0.000737
   836             30                  94           2138.281277     6513.845387     6515.645133     6513.848282       6515.648014      -0.002895      -0.002881
   837             30                  94           2320.121462     6506.986702     6508.784597     6506.986119       6508.784007       0.000583       0.000590
   838             30                  94           2410.120377     6503.511916     6505.308856     6503.512574       6505.309529      -0.000658      -0.000673
   839             30                  94           2449.150373     6501.991345     6503.787884     6501.990113       6503.786659       0.001232       0.001225
   840             30                  94           2465.212368     6501.361901     6503.158278     6501.360733       6503.157109       0.001168       0.001169
   841             30                  94           2483.236068     6500.657413     6502.453616     6500.652505       6502.448691       0.004908       0.004925
   842             30                  94           2563.059746     6497.490430     6499.285751     6497.490606       6499.285942      -0.000176      -0.000191
   843             30                  94           2669.766676     6493.197488     6494.991653     6493.198806       6494.992990      -0.001318      -0.001337
   844             30                  94           2730.144759     6490.737378     6492.530885     6490.737037       6492.530559       0.000341       0.000326
   845             30                  94           2775.288849     6488.883005     6490.676011     6488.880494       6490.673517       0.002511       0.002494
   846             30                  94           2809.084965     6487.480759     6489.273422     6487.481666       6489.274313      -0.000907      -0.000891
   847             30                  94           2914.152192     6483.083300     6484.874746     6483.083401       6484.874865      -0.000101      -0.000119
   848             30                  94           3161.377366     6472.429914     6474.218535     6472.432486       6474.221088      -0.002572      -0.002553
   849             30                  94           3189.087543     6471.213617     6473.001873     6471.211737       6473.000011       0.001880       0.001862
   850             31                  95            143.440580     6506.986702     6508.784597     6506.987255       6508.785146      -0.000553      -0.000549
   851             31                  95            337.249304     6501.991345     6503.787884     6501.990602       6503.787152       0.000743       0.000732
   852             31                  95            659.953104     6493.197488     6494.991653     6493.197555       6494.991740      -0.000067      -0.000087
   853             31                  95            746.572426     6490.737378     6492.530885     6490.737199       6492.530723       0.000179       0.000162
   854             31                  95            810.947808     6488.883005     6490.676011     6488.881159       6490.674183       0.001846       0.001828
   855             31                  95            858.989216     6487.480759     6489.273422     6487.480737       6489.273384       0.000022       0.000038
   856             31                  95           1007.001801     6483.083300     6484.874746     6483.083552       6484.875016      -0.000252      -0.000270
   857             31                  95           1258.554998     6475.323342     6477.112711     6475.322322       6477.111699       0.001020       0.001012
   858             31                  95           1349.330280     6472.429914     6474.218535     6472.431789       6474.220389      -0.001875      -0.001854
